1462976914,Transitioning,81,33.48
1462976915,Transitioning,81,33.48
1462976916,Transitioning,75,33.64
1462976917,Transitioning,100,33.48
1462976921,Lying,96,33.64
1462976922,Lying,91,33.64
1462976923,Lying,86,33.64
1462976924,Lying,78,33.64
1462976925,Lying,84,33.64
1462976926,Lying,88,33.64
1462976927,Lying,86,33.64
1462976928,Lying,98,33.64
1462976929,Lying,94,33.64
1462976930,Lying,81,33.64
1462976931,Lying,90,33.64
1462976932,Lying,103,33.64
1462976935,Lying,77,33.64
1462976936,Lying,103,33.64
1462976937,Lying,103,33.64
1462976938,Lying,91,33.64
1462976939,Lying,100,33.64
1462976940,Lying,89,33.64
1462976941,Lying,88,33.64
1462976942,Lying,92,33.64
1462976943,Lying,81,33.64
1462976944,Lying,99,33.8
1462976945,Lying,99,33.8
1462976946,Lying,90,33.64
1462976949,Lying,78,33.64
1462976950,Lying,82,33.64
1462976951,Lying,85,33.64
1462976952,Lying,98,33.48
1462976953,Lying,79,33.48
1462976954,Lying,78,33.48
1462976955,Lying,86,33.48
1462976956,Lying,75,33.48
1462976957,Lying,103,33.64
1462976958,Lying,73,33.64
1462976959,Lying,75,33.64
1462976960,Lying,85,33.64
1462976964,Lying,82,33.64
1462976965,Lying,80,33.48
1462976966,Lying,93,33.64
1462976967,Lying,82,33.64
1462976968,Lying,100,33.64
1462976969,Lying,85,33.64
1462976970,Lying,101,33.64
1462976971,Lying,78,33.64
1462976972,Lying,86,33.64
1462976973,Lying,95,33.64
1462976974,Lying,94,33.64
1462976977,Lying,84,33.64
1462976978,Lying,86,33.64
1462976979,Lying,100,33.64
1462976980,Lying,73,33.64
1462976981,Lying,101,33.64
1462976982,Lying,101,33.64
1462976983,Lying,75,33.64
1462976984,Lying,92,33.64
1462976992,Lying,96,33.64
1462976993,Lying,73,33.64
1462976994,Lying,86,33.64
1462976995,Lying,85,33.64
1462976996,Lying,100,33.64
1462976997,Lying,75,33.64
1462976998,Lying,86,33.64
1462976999,Lying,81,33.64
1462977000,Lying,86,33.64
1462977001,Lying,73,33.64
1462977002,Lying,92,33.64
1462977005,Lying,93,33.64
1462977006,Lying,83,33.64
1462977007,Lying,99,33.64
1462977008,Lying,81,33.64
1462977009,Lying,97,33.48
1462977010,Lying,99,33.64
1462977011,Lying,86,33.64
1462977012,Lying,97,33.64
1462977013,Lying,98,33.64
1462977014,Lying,88,33.64
1462977015,Lying,91,33.64
1462977019,Lying,82,33.48
1462977020,Lying,94,33.48
1462977021,Lying,77,33.48
1462977022,Lying,87,33.48
1462977023,Lying,81,33.48
1462977024,Lying,102,33.48
1462977025,Lying,91,33.48
1462977026,Lying,74,33.48
1462977027,Lying,80,33.48
1462977028,Lying,100,33.48
1462977029,Lying,91,33.48
1462977030,Lying,80,33.48
1462977033,Lying,76,33.64
1462977034,Lying,99,33.64
1462977035,Lying,86,33.64
1462977036,Lying,76,33.64
1462977037,Lying,94,33.64
1462977038,Lying,76,33.64
1462977039,Lying,96,33.64
1462977040,Lying,103,33.64
1462977041,Lying,80,33.64
1462977042,Lying,103,33.48
1462977043,Lying,84,33.48
1462977046,Lying,95,33.48
1462977047,Lying,74,33.48
1462977048,Lying,89,33.48
1462977049,Lying,88,33.48
1462977050,Lying,96,33.48
1462977051,Lying,94,33.48
1462977052,Lying,85,33.48
1462977053,Lying,98,33.48
1462977054,Lying,77,33.48
1462977055,Lying,73,33.48
1462977056,Lying,80,33.48
1462977057,Lying,81,33.48
1462977061,Lying,74,33.48
1462977062,Lying,97,33.48
1462977063,Lying,102,33.48
1462977064,Lying,75,33.48
1462977065,Lying,103,33.48
1462977066,Lying,74,33.48
1462977067,Lying,97,33.48
1462977068,Lying,93,33.64
1462977069,Lying,101,33.64
1462977070,Lying,81,33.64
1462977071,Lying,90,33.64
1462977074,Lying,102,33.64
1462977075,Lying,98,33.64
1462977076,Lying,100,33.64
1462977077,Lying,79,33.8
1462977078,Lying,83,33.64
1462977088,Lying,101,33.8
1462977089,Lying,95,33.8
1462977090,Lying,76,33.8
1462977091,Lying,75,33.8
1462977092,Lying,101,33.8
1462977093,Lying,98,33.8
1462977094,Lying,99,33.8
1462977095,Lying,89,33.8
1462977096,Lying,93,33.8
1462977097,Lying,87,33.8
1462977098,Lying,81,33.8
1462977099,Lying,86,33.8
1462977102,Lying,82,33.8
1462977103,Lying,85,33.8
1462977104,Lying,99,33.8
1462977105,Lying,96,33.8
1462977106,Lying,96,33.8
1462977107,Lying,102,33.8
1462977108,Lying,92,33.8
1462977109,Lying,98,33.8
1462977110,Lying,92,33.8
1462977111,Lying,86,33.8
1462977112,Lying,73,33.8
1462977113,Lying,73,33.8
1462977119,Lying,90,33.8
1462977120,Lying,95,33.8
1462977121,Lying,78,33.64
1462977122,Lying,76,33.64
1462977123,Lying,83,33.8
1462977124,Lying,87,33.64
1462977125,Lying,76,33.8
1462977126,Lying,86,33.8
1462977127,Lying,103,33.8
1462977128,Lying,77,33.8
1462977129,Lying,78,33.8
1462977132,Lying,79,33.8
1462977133,Lying,85,33.8
1462977276,Lying,87,33.64
1462977277,Lying,98,33.64
1462977278,Lying,84,33.64
1462977279,Lying,91,33.64
1462977280,Lying,103,33.48
1462977281,Lying,90,33.48
1462977282,Lying,80,33.48
1462977283,Lying,103,33.48
1462977284,Lying,99,33.48
1462977285,Lying,81,33.48
1462977288,Lying,89,33.48
1462977289,Lying,102,33.48
1462977290,Transitioning,77,33.48
1462977291,Walking,82,33.48
1462977292,Walking,101,33.48
1462977293,Walking,76,33.48
1462977294,Transitioning,98,33.48
1462977295,Transitioning,93,33.48
1462977296,Lying,101,33.48
1462977297,Lying,91,33.48
1462977298,Lying,93,33.48
1462977299,Lying,98,33.48
1462977302,Lying,96,33.48
1462977303,Lying,82,33.48
1462977304,Lying,87,33.48
1462977305,Lying,83,33.32
1462977306,Lying,94,33.32
1462977307,Lying,87,33.32
1462977308,Lying,88,33.48
1462977309,Lying,74,33.48
1462977310,Lying,80,33.48
1462977311,Lying,93,33.48
1462977312,Lying,97,33.48
1462977313,Lying,100,33.48
1462977316,Lying,96,33.48
1462977317,Lying,75,33.48
1462977318,Lying,86,33.48
1462977319,Lying,74,33.48
1462977320,Lying,98,33.48
1462977321,Lying,88,33.48
1462977322,Lying,103,33.48
1462977323,Lying,75,33.48
1462977324,Lying,99,33.48
1462977325,Lying,98,33.48
1462977326,Lying,89,33.48
1462977327,Lying,91,33.48
1462977330,Lying,87,33.48
1462977331,Lying,85,33.32
1462977332,Lying,94,33.48
1462977333,Lying,85,33.48
1462977334,Lying,83,33.48
1462977335,Lying,103,33.48
1462977336,Lying,85,33.48
1462977337,Lying,92,33.32
1462977338,Lying,79,33.48
1462977339,Lying,98,33.48
1462977340,Lying,89,33.32
1462977341,Lying,97,33.48
1462977344,Lying,99,33.48
1462977345,Lying,85,33.48
1462977346,Lying,76,33.32
1462977347,Lying,103,33.32
1462977348,Lying,102,33.32
1462977349,Lying,76,33.32
1462977350,Lying,92,33.32
1462977351,Lying,89,33.32
1462977352,Lying,82,33.32
1462977353,Lying,102,33.32
1462977354,Lying,78,33.32
1462977355,Lying,82,33.16
1462977361,Lying,86,33.32
1462977362,Lying,79,33.32
1462977363,Lying,79,33.32
1462977364,Lying,76,33.32
1462977365,Lying,82,33.32
1462977366,Lying,82,33.32
1462977367,Lying,80,33.32
1462977368,Lying,92,33.32
1462977369,Lying,78,33.32
1462977370,Lying,84,33.32
1462977371,Lying,88,33.32
1462977375,Lying,73,33.32
1462977376,Lying,91,33.16
1462977388,Lying,74,33.16
1462977389,Lying,76,33.32
1462977390,Lying,94,33.32
1462977391,Lying,90,33.16
